id,author,pkg,version,elm_version,license,direct_dep_count,total_dep_count
4616,peterszerzo,peterszerzo/elm-natural-ui,13.2.1,0.18.0,BSD-3-Clause,6,13
4617,rl-king,rl-king/elm-gallery,1.0.2,0.18.0,BSD-3-Clause,2,4
4618,JoelQ,JoelQ/elm-toggleable,1.1.0,0.18.0,MIT,1,2
4619,rl-king,rl-king/elm-gallery,1.0.1,0.18.0,BSD-3-Clause,2,4
4620,peterszerzo,peterszerzo/elm-natural-ui,13.2.0,0.18.0,BSD-3-Clause,6,13
4621,rl-king,rl-king/elm-gallery,1.0.0,0.18.0,BSD-3-Clause,3,5
4622,primait,primait/elm-form,13.2.7,0.18.0,BSD-3-Clause,4,6
4623,NoRedInk,NoRedInk/elm-rfc5988-parser,2.0.0,0.18.0,BSD-3-Clause,3,6
4624,thebookofeveryone,thebookofeveryone/elm-composer,2.0.1,0.18.0,BSD-3-Clause,4,8
4625,danabrams,danabrams/elm-media,3.0.5,0.18.0,BSD-3-Clause,3,5
4626,smurfix,smurfix/elm-dict-tree-zipper,2.0.2,0.18.0,BSD-3-Clause,2,3
4627,danabrams,danabrams/elm-media,3.0.4,0.18.0,BSD-3-Clause,3,5
4628,primait,primait/elm-form,13.2.6,0.18.0,BSD-3-Clause,4,6
4629,danabrams,danabrams/elm-media,3.0.3,0.18.0,BSD-3-Clause,3,5
4630,danabrams,danabrams/elm-media,3.0.2,0.18.0,BSD-3-Clause,3,5
4631,danabrams,danabrams/elm-media,3.0.1,0.18.0,BSD-3-Clause,3,5
4632,danabrams,danabrams/elm-media,3.0.0,0.18.0,BSD-3-Clause,3,5
4633,carwow,carwow/elm-slider,6.0.0,0.18.0,BSD-3-Clause,4,7
4634,primait,primait/elm-form,13.2.4,0.18.0,BSD-3-Clause,4,6
4635,smurfix,smurfix/elm-dict-tree-zipper,2.0.1,0.18.0,BSD-3-Clause,2,3
4636,smurfix,smurfix/elm-dict-tree-zipper,2.0.0,0.18.0,BSD-3-Clause,2,3
4637,abradley2,abradley2/elm-form-controls,2.0.0,0.18.0,MIT,4,6
4638,primait,primait/elm-form,13.2.3,0.18.0,BSD-3-Clause,4,6
4639,peterszerzo,peterszerzo/elm-natural-ui,13.1.0,0.18.0,BSD-3-Clause,6,13
4640,surprisetalk,surprisetalk/elm-ionicons,1.0.0,0.18.0,BSD-3-Clause,2,4
4641,surprisetalk,surprisetalk/elm-open-iconic,1.0.0,0.18.0,BSD-3-Clause,2,4
4642,surprisetalk,surprisetalk/elm-material-icons,1.0.1,0.18.0,BSD-3-Clause,2,4
4643,surprisetalk,surprisetalk/elm-material-icons,1.0.0,0.18.0,BSD-3-Clause,2,4
4644,surprisetalk,surprisetalk/elm-font-awesome,1.0.0,0.18.0,BSD-3-Clause,2,4
4645,surprisetalk,surprisetalk/elm-icon,3.0.1,0.18.0,BSD-3-Clause,2,4
4646,cmditch,cmditch/mel-bew3,13.0.1,0.18.0,BSD-3-Clause,16,0
4647,cmditch,cmditch/mel-bew3,13.0.0,0.18.0,BSD-3-Clause,16,0
4648,cmditch,cmditch/elm-ethereum,1.0.1,0.18.0,BSD-3-Clause,16,0
4649,cmditch,cmditch/elm-ethereum,1.0.0,0.18.0,BSD-3-Clause,16,0
4650,brianvanburken,brianvanburken/elm-list-date,2.0.0,0.18.0,BSD-3-Clause,3,4
4651,arowM,arowM/elm-reference,1.0.3,0.18.0,MIT,1,2
4652,MattCheely,MattCheely/tryframe-coordinator,1.0.0,0.18.0,MIT,7,10
4653,Orasund,Orasund/pixelengine,2.0.5,0.18.0,BSD-3-Clause,2,7
4654,Orasund,Orasund/pixelengine,2.0.4,0.18.0,BSD-3-Clause,2,7
4655,Orasund,Orasund/pixelengine,2.0.3,0.18.0,BSD-3-Clause,2,7
4656,Orasund,Orasund/pixelengine,2.0.2,0.18.0,BSD-3-Clause,2,7
4657,Orasund,Orasund/pixelengine,2.0.1,0.18.0,BSD-3-Clause,2,7
4658,arowM,arowM/elm-reference,1.0.2,0.18.0,MIT,1,2
4659,joakin,joakin/elm-canvas,1.0.1,0.18.0,BSD-3-Clause,2,4
4660,joakin,joakin/elm-canvas,1.0.0,0.18.0,BSD-3-Clause,2,4
4661,Gizra,Gizra/elm-editable-webdata,2.0.0,0.18.0,BSD-3-Clause,4,7
4662,Orasund,Orasund/elm-pair,1.2.1,0.18.0,BSD-3-Clause,1,2
4663,mgold,mgold/elm-date-format,1.8.0,0.18.0,BSD-3-Clause,1,2
4664,Orasund,Orasund/pixelengine,2.0.0,0.18.0,BSD-3-Clause,2,7
4665,danabrams,danabrams/elm-media,2.0.5,0.18.0,BSD-3-Clause,3,5
4666,danabrams,danabrams/elm-media,2.0.4,0.18.0,BSD-3-Clause,3,5
4667,danabrams,danabrams/elm-media,2.0.1,0.18.0,BSD-3-Clause,3,5
4668,peterszerzo,peterszerzo/elm-natural-ui,13.0.1,0.18.0,BSD-3-Clause,6,13
4669,stil4m,stil4m/elm-syntax,5.0.1,0.18.0,BSD-3-Clause,6,8
4670,pablen,pablen/toasty,1.1.0,0.18.0,BSD-3-Clause,2,4
4671,pastelInc,pastelInc/elm-validator,1.0.0,0.18.0,MIT,1,2
4672,turboMaCk,turboMaCk/elm-continue,1.0.1,0.18.0,BSD-3-Clause,1,2
4673,arowM,arowM/elm-reference,1.0.1,0.18.0,MIT,1,2
4674,frandibar,frandibar/elm-bootstrap,1.0.1,0.18.0,BSD-3-Clause,7,13
4675,turboMaCk,turboMaCk/lazy-tree-with-zipper,2.0.0,0.18.0,BSD-3-Clause,2,3
4676,arsduo,arsduo/elm-ui-drag-drop,1.0.0,0.18.0,BSD-3-Clause,6,7
4677,rtfeldman,rtfeldman/elm-validate,3.1.0,0.18.0,BSD-3-Clause,1,2
4678,arowM,arowM/elm-reference,1.0.0,0.18.0,MIT,1,2
4679,turboMaCk,turboMaCk/elm-continue,1.0.0,0.18.0,BSD-3-Clause,1,2
4680,peterszerzo,peterszerzo/elm-natural-ui,13.0.0,0.18.0,BSD-3-Clause,6,13
4681,primait,primait/elm-form,13.2.2,0.18.0,BSD-3-Clause,4,6
4682,primait,primait/elm-form,13.2.1,0.18.0,BSD-3-Clause,4,6
4683,fdbeirao,fdbeirao/elm-sliding-list,3.0.0,0.18.0,MIT,1,2
4684,primait,primait/elm-form,13.2.0,0.18.0,BSD-3-Clause,4,6
4685,NoRedInk,NoRedInk/noredink-ui,5.9.0,0.18.0,BSD-3-Clause,11,17
4686,NoRedInk,NoRedInk/noredink-ui,5.8.2,0.18.0,BSD-3-Clause,11,17
4687,JasonMFry,JasonMFry/elm-bootstrap,1.0.0,0.18.0,BSD-3-Clause,6,9
4688,fdbeirao,fdbeirao/elm-sliding-list,2.0.2,0.18.0,MIT,1,2
4689,fdbeirao,fdbeirao/elm-sliding-list,2.0.1,0.18.0,MIT,1,2
4690,fdbeirao,fdbeirao/elm-sliding-list,2.0.0,0.18.0,MIT,1,2
4691,smurfix,smurfix/elm-dict-tree-zipper,1.0.1,0.18.0,BSD-3-Clause,2,3
4692,m00qek,m00qek/elm-cpf,1.1.2,0.18.0,BSD-3-Clause,2,3
4693,smurfix,smurfix/elm-dict-tree-zipper,1.0.0,0.18.0,BSD-3-Clause,2,3
4694,m00qek,m00qek/elm-cpf,1.1.1,0.18.0,BSD-3-Clause,2,3
4695,m00qek,m00qek/elm-cpf,1.1.0,0.18.0,BSD-3-Clause,2,3
4696,m00qek,m00qek/elm-cpf,1.0.0,0.18.0,BSD-3-Clause,2,3
4697,fdbeirao,fdbeirao/elm-sliding-list,1.0.0,0.18.0,MIT,2,4
4698,primait,primait/elm-form,13.1.1,0.18.0,BSD-3-Clause,4,6
4699,peterszerzo,peterszerzo/elm-natural-ui,12.0.1,0.18.0,BSD-3-Clause,6,13
4700,bigbinary,bigbinary/elm-form-field,1.0.0,0.18.0,MIT,2,4
4701,peterszerzo,peterszerzo/elm-natural-ui,12.0.0,0.18.0,BSD-3-Clause,6,13
4702,NoRedInk,NoRedInk/noredink-ui,5.8.1,0.18.0,BSD-3-Clause,11,17
4703,enetsee,enetsee/facet-plot-alpha,2.0.3,0.18.0,MIT,6,0
4704,enetsee,enetsee/facet-plot-alpha,2.0.2,0.18.0,MIT,6,0
4705,sanichi,sanichi/elm-md5,1.0.8,0.18.0,BSD-3-Clause,1,2
4706,sanichi,sanichi/elm-md5,1.0.7,0.18.0,BSD-3-Clause,1,2
4707,billstclair,billstclair/elm-websocket-framework,12.0.0,0.18.0,MIT,7,9
4708,truqu,truqu/elm-md5,1.0.0,0.18.0,BSD-3-Clause,2,3
4709,peterszerzo,peterszerzo/elm-natural-ui,11.2.0,0.18.0,BSD-3-Clause,6,13
4710,NoRedInk,NoRedInk/elm-decode-pipeline,3.0.1,0.18.0,BSD-3-Clause,1,2
4711,ndortega,ndortega/elm-gtranslate,1.0.1,0.18.0,BSD-3-Clause,3,5
4712,primait,primait/elm-form,13.1.0,0.18.0,BSD-3-Clause,4,6
4713,primait,primait/elm-form,13.0.0,0.18.0,BSD-3-Clause,4,6
4714,primait,primait/elm-form,12.0.3,0.18.0,BSD-3-Clause,3,7
4715,primait,primait/elm-form,12.0.2,0.18.0,BSD-3-Clause,3,7
4716,primait,primait/elm-form,12.0.1,0.18.0,BSD-3-Clause,3,7
4717,primait,primait/elm-form,12.0.0,0.18.0,BSD-3-Clause,5,0
4718,primait,primait/elm-form,11.0.0,0.18.0,BSD-3-Clause,5,0
4719,bundsol,bundsol/boxed,1.0.0,0.18.0,BSD-3-Clause,1,2
4720,ndortega,ndortega/elm-gtranslate,1.0.0,0.18.0,BSD-3-Clause,3,5
4721,bluedogtraining,bluedogtraining/bdt-elm,15.1.3,0.18.0,BSD-3-Clause,17,22
4722,bluedogtraining,bluedogtraining/bdt-elm,15.1.2,0.18.0,BSD-3-Clause,17,22
4723,bluedogtraining,bluedogtraining/bdt-elm,15.1.1,0.18.0,BSD-3-Clause,17,22
4724,sporto,sporto/elm-select,2.15.1,0.18.0,MIT,4,6
4725,mgold,mgold/elm-date-format,1.7.0,0.18.0,BSD-3-Clause,1,2
4726,cmditch,cmditch/mel-bew3,12.0.0,0.18.0,BSD-3-Clause,16,0
4727,bluedogtraining,bluedogtraining/bdt-elm,15.1.0,0.18.0,BSD-3-Clause,17,22
4728,bluedogtraining,bluedogtraining/bdt-elm,15.0.0,0.18.0,BSD-3-Clause,17,22
4729,hecrj,hecrj/composable-form,2.2.3,0.18.0,BSD-3-Clause,2,4
4730,hecrj,hecrj/composable-form,2.2.2,0.18.0,BSD-3-Clause,2,4
4731,m00qek,m00qek/elm-applicative,1.0.0,0.18.0,BSD-3-Clause,1,2
4732,hecrj,hecrj/composable-form,2.2.1,0.18.0,BSD-3-Clause,2,4
4733,cmditch,cmditch/mel-bew3,11.0.0,0.18.0,BSD-3-Clause,16,0
4734,abradley2,abradley2/elm-form-controls,1.0.0,0.18.0,MIT,4,6
4735,ozmat,ozmat/elm-forms,2.0.0,0.18.0,BSD-3-Clause,2,3
4736,brianvanburken,brianvanburken/elm-list-date,1.0.0,0.18.0,BSD-3-Clause,2,3
4737,peterszerzo,peterszerzo/elm-natural-ui,11.1.0,0.18.0,BSD-3-Clause,6,13
4738,peterszerzo,peterszerzo/elm-natural-ui,11.0.1,0.18.0,BSD-3-Clause,6,13
4739,arowM,arowM/elm-evil-sendmsg,1.0.0,0.18.0,MIT,2,4
4740,carlsson87,carlsson87/mod10,1.0.0,0.18.0,BSD-3-Clause,1,2
4741,Orasund,Orasund/pixelengine,1.0.5,0.18.0,BSD-3-Clause,2,7
4742,Orasund,Orasund/pixelengine,1.0.4,0.18.0,BSD-3-Clause,2,7
4743,Orasund,Orasund/pixelengine,1.0.3,0.18.0,BSD-3-Clause,2,7
4744,1hko,1hko/elm-truth-table,2.0.0,0.18.0,BSD-3-Clause,2,4
4745,peterszerzo,peterszerzo/elm-natural-ui,11.0.0,0.18.0,BSD-3-Clause,6,13
4746,1hko,1hko/elm-truth-table,1.0.0,0.18.0,BSD-3-Clause,2,4
4747,Orasund,Orasund/pixelengine,1.0.2,0.18.0,BSD-3-Clause,2,7
4748,Orasund,Orasund/pixelengine,1.0.1,0.18.0,BSD-3-Clause,2,7
4749,Orasund,Orasund/pixelengine,1.0.0,0.18.0,BSD-3-Clause,2,7
4750,Orasund,Orasund/elm-pair,1.2.0,0.18.0,BSD-3-Clause,1,2
4751,bluedogtraining,bluedogtraining/bdt-elm,14.0.0,0.18.0,BSD-3-Clause,17,22
4752,bluedogtraining,bluedogtraining/bdt-elm,13.1.2,0.18.0,BSD-3-Clause,17,22
4753,Gizra,Gizra/elm-restful,2.0.0,0.18.0,MIT,8,23
4754,peterszerzo,peterszerzo/elm-natural-ui,10.3.0,0.18.0,BSD-3-Clause,6,13
4755,peterszerzo,peterszerzo/elm-arborist,5.0.0,0.18.0,BSD-3-Clause,5,10
4756,thebookofeveryone,thebookofeveryone/elm-composer,2.0.0,0.18.0,BSD-3-Clause,4,8
4757,turboMaCk,turboMaCk/glue,3.0.0,0.18.0,BSD-3-Clause,2,4
4758,Orasund,Orasund/elm-pair,1.1.0,0.18.0,BSD-3-Clause,1,2
4759,bluedogtraining,bluedogtraining/bdt-elm,13.1.1,0.18.0,BSD-3-Clause,17,22
4760,surprisetalk,surprisetalk/elm-icon,3.0.0,0.18.0,BSD-3-Clause,2,4
4761,arturopala,arturopala/elm-monocle,1.7.0,0.18.0,MIT,1,2
4762,Orasund,Orasund/elm-pair,1.0.1,0.18.0,BSD-3-Clause,1,2
4763,Orasund,Orasund/elm-pair,1.0.0,0.18.0,BSD-3-Clause,1,2
4764,surprisetalk,surprisetalk/elm-icon,2.0.1,0.18.0,BSD-3-Clause,2,4
4765,TimothyDespair,TimothyDespair/elm-maybe-applicator,1.0.0,0.18.0,BSD-3-Clause,1,2
4766,surprisetalk,surprisetalk/elm-icon,2.0.0,0.18.0,BSD-3-Clause,2,4
4767,bluedogtraining,bluedogtraining/bdt-elm,13.1.0,0.18.0,BSD-3-Clause,17,22
4768,surprisetalk,surprisetalk/elm-bulma,6.1.0,0.18.0,BSD-3-Clause,2,4
4769,primait,primait/elm-form,10.0.0,0.18.0,BSD-3-Clause,4,6
4770,simanaitis,simanaitis/elm-mdl,2.2.0,0.18.0,Apache-2.0,5,8
4771,stowga,stowga/elm-datepicker,3.0.1,0.18.0,BSD-3-Clause,2,4
4772,stowga,stowga/elm-datepicker,3.0.0,0.18.0,BSD-3-Clause,2,4
4773,stowga,stowga/elm-datepicker,2.0.0,0.18.0,BSD-3-Clause,2,4
4774,bluedogtraining,bluedogtraining/bdt-elm,13.0.0,0.18.0,BSD-3-Clause,17,22
4775,bluedogtraining,bluedogtraining/bdt-elm,12.0.1,0.18.0,BSD-3-Clause,17,22
4776,martinos,martinos/elm-sortable-table,2.0.3,0.18.0,BSD-3-Clause,2,4
4777,martinos,martinos/elm-sortable-table,2.0.2,0.18.0,BSD-3-Clause,2,4
4778,martinos,martinos/elm-sortable-table,2.0.1,0.18.0,BSD-3-Clause,2,4
4779,martinos,martinos/elm-sortable-table,2.0.0,0.18.0,BSD-3-Clause,2,4
4780,bernerbrau,bernerbrau/elm-css-widgets,1.0.3,0.18.0,BSD-3-Clause,4,9
4781,bernerbrau,bernerbrau/elm-css-widgets,1.0.2,0.18.0,BSD-3-Clause,4,9
4782,bernerbrau,bernerbrau/elm-css-widgets,1.0.1,0.18.0,BSD-3-Clause,4,9
4783,noredink,noredink/string-conversions,1.0.0,0.18.0,BSD-3-Clause,2,3
4784,bernerbrau,bernerbrau/elm-css-widgets,1.0.0,0.18.0,BSD-3-Clause,4,9
4785,bluedogtraining,bluedogtraining/bdt-elm,12.0.0,0.18.0,BSD-3-Clause,17,22
4786,bluedogtraining,bluedogtraining/bdt-elm,11.0.0,0.18.0,BSD-3-Clause,17,22
4787,bluedogtraining,bluedogtraining/bdt-elm,10.0.0,0.18.0,BSD-3-Clause,17,22
4788,johnathanbostrom,johnathanbostrom/selectlist-extra,1.1.2,0.18.0,BSD-3-Clause,4,11
4789,johnathanbostrom,johnathanbostrom/selectlist,1.0.0,0.18.0,BSD-3-Clause,1,2
4790,billstclair,billstclair/elm-chat,2.1.0,0.18.0,MIT,4,6
4791,billstclair,billstclair/elm-websocket-framework-server,13.0.0,0.18.0,MIT,4,20
4792,Chadtech,Chadtech/elm-provider,1.0.0,0.18.0,BSD-3-Clause,4,5
4793,peterszerzo,peterszerzo/elm-natural-ui,10.2.2,0.18.0,BSD-3-Clause,6,13
4794,bChiquet,bChiquet/elm-accessors,1.0.0,0.18.0,BSD-3-Clause,1,2
4795,splodingsocks,splodingsocks/elm-tailwind,2.2.1,0.18.0,BSD-3-Clause,2,4
4796,billstclair,billstclair/elm-chat,2.0.2,0.18.0,MIT,4,6
4797,billstclair,billstclair/elm-chat,2.0.1,0.18.0,MIT,4,6
4798,billstclair,billstclair/elm-chat,2.0.0,0.18.0,MIT,4,6
4799,ozmat,ozmat/elm-validation,2.2.0,0.18.0,BSD-3-Clause,1,2
4800,NoRedInk,NoRedInk/noredink-ui,5.8.0,0.18.0,BSD-3-Clause,11,17
4801,johnathanbostrom,johnathanbostrom/selectlist-extra,1.1.1,0.18.0,BSD-3-Clause,4,11
4802,hecrj,hecrj/composable-form,2.2.0,0.18.0,BSD-3-Clause,2,4
4803,stowga,stowga/elm-datepicker,1.0.0,0.18.0,BSD-3-Clause,2,4
4804,johnathanbostrom,johnathanbostrom/selectlist-extra,1.1.0,0.18.0,BSD-3-Clause,4,11
4805,johnathanbostrom,johnathanbostrom/selectlist-extra,1.0.1,0.18.0,BSD-3-Clause,4,11
4806,johnathanbostrom,johnathanbostrom/selectlist-extra,1.0.0,0.18.0,BSD-3-Clause,4,11
4807,bluedogtraining,bluedogtraining/bdt-elm,9.0.1,0.18.0,BSD-3-Clause,17,22
4808,bluedogtraining,bluedogtraining/bdt-elm,9.0.0,0.18.0,BSD-3-Clause,17,22
4809,peterszerzo,peterszerzo/elm-arborist,4.1.0,0.18.0,BSD-3-Clause,5,10
4810,billstclair,billstclair/elm-system-notification,1.0.4,0.18.0,MIT,2,4
4811,billstclair,billstclair/elm-system-notification,1.0.3,0.18.0,MIT,2,4
4812,billstclair,billstclair/elm-system-notification,1.0.2,0.18.0,MIT,2,4
4813,cuducos,cuducos/elm-format-number,6.0.1,0.18.0,BSD-3-Clause,2,3
4814,billstclair,billstclair/elm-system-notification,1.0.1,0.18.0,MIT,2,4
4815,billstclair,billstclair/elm-system-notification,1.0.0,0.18.0,MIT,2,4
4816,myrho,myrho/elm-round,1.0.3,0.18.0,BSD-3-Clause,1,2
4817,billstclair,billstclair/elm-websocket-framework-server,12.0.0,0.18.0,MIT,4,20
4818,ozmat,ozmat/elm-validation,2.1.0,0.18.0,BSD-3-Clause,1,2
4819,alvivi,alvivi/elm-widgets,3.4.1,0.18.0,BSD-3-Clause,7,12
4820,alvivi,alvivi/elm-widgets,3.4.0,0.18.0,BSD-3-Clause,7,12
4821,primait,primait/elm-form,9.0.0,0.18.0,BSD-3-Clause,4,6
4822,carwow,carwow/elm-slider,5.0.2,0.18.0,BSD-3-Clause,4,7
4823,primait,primait/elm-form,8.0.4,0.18.0,BSD-3-Clause,4,6
4824,splodingsocks,splodingsocks/elm-tailwind,2.2.0,0.18.0,BSD-3-Clause,2,4
4825,bluedogtraining,bluedogtraining/bdt-elm,8.3.0,0.18.0,BSD-3-Clause,16,21
4826,alvivi,alvivi/elm-widgets,3.3.0,0.18.0,BSD-3-Clause,6,11
4827,billstclair,billstclair/elm-websocket-framework,11.0.2,0.18.0,MIT,7,9
4828,billstclair,billstclair/elm-websocket-framework-server,11.0.0,0.18.0,MIT,4,20
4829,billstclair,billstclair/elm-websocket-framework,11.0.1,0.18.0,MIT,7,9
4830,billstclair,billstclair/elm-websocket-framework,11.0.0,0.18.0,MIT,7,9
4831,billstclair,billstclair/elm-websocket-framework,10.0.0,0.18.0,MIT,7,9
4832,hecrj,hecrj/composable-form,2.1.0,0.18.0,BSD-3-Clause,2,4
4833,enetsee,enetsee/facet-plot-alpha,2.0.1,0.18.0,MIT,6,0
4834,enetsee,enetsee/facet-render-svg-alpha,1.0.3,0.18.0,MIT,6,0
4835,enetsee,enetsee/facet-render-svg-alpha,1.0.2,0.18.0,MIT,6,0
4836,primait,primait/elm-form,8.0.3,0.18.0,BSD-3-Clause,4,6
4837,enetsee,enetsee/facet-render-svg-alpha,1.0.1,0.18.0,MIT,6,0
4838,primait,primait/elm-form,8.0.2,0.18.0,BSD-3-Clause,4,6
4839,primait,primait/elm-form,8.0.1,0.18.0,BSD-3-Clause,4,6
4840,primait,primait/elm-form,8.0.0,0.18.0,BSD-3-Clause,4,6
4841,billstclair,billstclair/elm-websocket-framework,9.0.0,0.18.0,MIT,7,9
4842,stil4m,stil4m/elm-syntax,5.0.0,0.18.0,BSD-3-Clause,6,8
4843,primait,primait/elm-form,7.0.2,0.18.0,BSD-3-Clause,4,6
4844,enetsee,enetsee/facet-plot-alpha,2.0.0,0.18.0,MIT,6,11
4845,bluedogtraining,bluedogtraining/bdt-elm,8.2.0,0.18.0,BSD-3-Clause,15,19
4846,bluedogtraining,bluedogtraining/bdt-elm,8.1.1,0.18.0,BSD-3-Clause,15,19
4847,bluedogtraining,bluedogtraining/bdt-elm,8.1.0,0.18.0,BSD-3-Clause,15,19
4848,alvivi,alvivi/elm-css-aria,2.0.0,0.18.0,BSD-3-Clause,2,7
4849,stil4m,stil4m/elm-syntax,4.0.4,0.18.0,BSD-3-Clause,6,8
4850,bluedogtraining,bluedogtraining/bdt-elm,8.0.0,0.18.0,BSD-3-Clause,14,18
4851,flarebyte,flarebyte/bubblegum-ui-preview-tag,1.0.0,0.18.0,BSD-3-Clause,3,5
4852,akavel,akavel/elm-expo,1.1.1,0.18.0,Apache-2.0,4,6
4853,akavel,akavel/elm-expo,1.1.0,0.18.0,Apache-2.0,4,6
4854,billstclair,billstclair/elm-websocket-framework-server,10.0.1,0.18.0,MIT,4,20
4855,ambuc,ambuc/juggling-graph,1.0.2,0.18.0,BSD-3-Clause,5,8
4856,ambuc,ambuc/juggling-graph,1.0.1,0.18.0,BSD-3-Clause,5,8
4857,ambuc,ambuc/juggling-graph,1.0.0,0.18.0,BSD-3-Clause,5,8
4858,alvivi,alvivi/elm-widgets,3.2.1,0.18.0,BSD-3-Clause,6,11
4859,hecrj,hecrj/composable-form,2.0.1,0.18.0,BSD-3-Clause,2,4
4860,derrickreimer,derrickreimer/elm-keys,1.0.0,0.18.0,MIT,2,4
4861,danielnarey,danielnarey/elm-modular-ui,1.1.0,0.18.0,BSD-2-Clause,3,4
4862,bluedogtraining,bluedogtraining/bdt-elm,7.1.0,0.18.0,BSD-3-Clause,14,18
4863,bluedogtraining,bluedogtraining/bdt-elm,7.0.0,0.18.0,BSD-3-Clause,14,18
4864,peterszerzo,peterszerzo/elm-porter,2.1.0,0.18.0,BSD-3-Clause,1,2
4865,primait,primait/elm-form,7.0.1,0.18.0,BSD-3-Clause,4,6
4866,primait,primait/elm-form,7.0.0,0.18.0,BSD-3-Clause,4,6
4867,genthaler,genthaler/elm-enum,1.0.0,0.18.0,BSD-3-Clause,2,4
4868,peterszerzo,peterszerzo/elm-porter,2.0.0,0.18.0,BSD-3-Clause,1,2
4869,primait,primait/elm-form,6.0.2,0.18.0,BSD-3-Clause,4,6
4870,stil4m,stil4m/elm-syntax,4.0.3,0.18.0,BSD-3-Clause,6,8
4871,alvivi,alvivi/elm-widgets,3.2.0,0.18.0,BSD-3-Clause,6,11
4872,kmbn,kmbn/elm-hotkeys,1.1.0,0.18.0,MIT,2,4
4873,rluiten,rluiten/mailcheck,4.1.4,0.18.0,BSD-3-Clause,3,4
4874,Shearerbeard,Shearerbeard/stripe,2.0.0,0.18.0,MIT,2,4
4875,primait,primait/elm-form,6.0.1,0.18.0,BSD-3-Clause,4,6
4876,noredink,noredink/elm-rollbar,1.0.0,0.18.0,BSD-3-Clause,5,6
4877,akavel,akavel/elm-expo,1.0.0,0.18.0,Apache-2.0,4,6
4878,dillonkearns,dillonkearns/graphqelm,11.2.0,0.18.0,BSD-3-Clause,7,8
4879,1602,1602/json-value,3.0.0,0.18.0,BSD-3-Clause,1,2
4880,jouderianjr,jouderianjr/elm-dialog,1.0.0,0.18.0,MIT,4,8
4881,jims,jims/graphqelm,1.0.0,0.18.0,BSD-3-Clause,7,8
4882,primait,primait/elm-form,6.0.0,0.18.0,BSD-3-Clause,4,6
4883,primait,primait/elm-form,5.0.0,0.18.0,BSD-3-Clause,4,6
4884,primait,primait/elm-form,4.0.2,0.18.0,BSD-3-Clause,4,6
4885,primait,primait/elm-form,4.0.1,0.18.0,BSD-3-Clause,4,6
4886,primait,primait/elm-form,4.0.0,0.18.0,BSD-3-Clause,4,6
4887,primait,primait/elm-form,3.0.3,0.18.0,BSD-3-Clause,4,6
4888,owanturist,owanturist/elm-graphql,2.0.0,0.18.0,MIT,2,3
4889,ianmackenzie,ianmackenzie/elm-3d-camera,1.0.0,0.18.0,MPL-2.0,5,10
4890,rtfeldman,rtfeldman/elm-sorter-experiment,2.0.0,0.18.0,BSD-3-Clause,1,2
4891,cmditch,cmditch/mel-bew3,10.0.0,0.18.0,BSD-3-Clause,16,0
4892,flarebyte,flarebyte/bubblegum-ui-preview,1.0.0,0.18.0,BSD-3-Clause,3,5
4893,ianmackenzie,ianmackenzie/elm-geometry-linear-algebra-interop,1.0.0,0.18.0,MPL-2.0,3,8
4894,ianmackenzie,ianmackenzie/elm-geometry-svg,1.0.0,0.18.0,MPL-2.0,5,11
4895,1602,1602/json-viewer,2.0.0,0.18.0,ISC,3,5
4896,opensolid,opensolid/geometry,3.0.1,0.18.0,MPL-2.0,5,6
4897,ianmackenzie,ianmackenzie/elm-geometry,1.0.2,0.18.0,MPL-2.0,5,6
4898,ianmackenzie,ianmackenzie/elm-geometry,1.0.1,0.18.0,MPL-2.0,5,6
4899,billstclair,billstclair/elm-websocket-framework-server,10.0.0,0.18.0,MIT,4,20
4900,billstclair,billstclair/elm-websocket-framework-server,9.1.0,0.18.0,MIT,4,20
4901,billstclair,billstclair/elm-websocket-framework-server,9.0.0,0.18.0,MIT,4,20
4902,ianmackenzie,ianmackenzie/elm-geometry,1.0.0,0.18.0,MPL-2.0,5,6
4903,billstclair,billstclair/elm-websocket-framework-server,8.0.3,0.18.0,MIT,4,20
4904,opensolid,opensolid/geometry,3.0.0,0.18.0,MPL-2.0,5,6
4905,kintail,kintail/elm-publish-test,2.0.0,0.18.0,BSD-3-Clause,1,2
4906,kintail,kintail/elm-publish-test,1.0.1,0.18.0,BSD-3-Clause,1,2
4907,kintail,kintail/elm-publish-test,1.0.0,0.18.0,BSD-3-Clause,1,2
4908,danabrams,danabrams/elm-media,2.0.0,0.18.0,BSD-3-Clause,3,5
4909,kmbn,kmbn/elm-hotkeys,1.0.0,0.18.0,MIT,2,4
4910,billstclair,billstclair/elm-websocket-framework,8.2.0,0.18.0,MIT,7,9
4911,billstclair,billstclair/elm-websocket-framework,8.1.0,0.18.0,MIT,7,9
4912,peterszerzo,peterszerzo/elm-natural-ui,10.2.1,0.18.0,BSD-3-Clause,6,13
4913,billstclair,billstclair/elm-websocket-framework-server,8.0.2,0.18.0,MIT,4,20
4914,rtfeldman,rtfeldman/elm-sorter-experiment,1.1.0,0.18.0,BSD-3-Clause,1,2
4915,thoughtbot,thoughtbot/expirable,1.0.0,0.18.0,MIT,1,2
4916,billstclair,billstclair/elm-websocket-framework-server,8.0.1,0.18.0,MIT,4,20
4917,billstclair,billstclair/elm-websocket-framework,8.0.0,0.18.0,MIT,7,9
4918,billstclair,billstclair/elm-websocket-framework,7.0.0,0.18.0,MIT,7,9
